Image,Femur_Width_px,Tibia_Width_px,Min_JSW_px,Avg_JSW_px
Image_1738.jpg,199,181,9,15.247252747252746
Image_1739 copy.jpg,205,187,9,17.079787234042552
Image_1739.jpg,204,191,5,11.707182320441989
Image_174 copy.jpg,211,190,7,14.801047120418849
Image_174.jpg,203,196,8,16.484375
Image_1740 copy.jpg,199,191,10,16.340425531914892
Image_1740.jpg,201,192,7,14.925925925925926
Image_1741 copy.jpg,195,178,10,16.34078212290503
Image_1741.jpg,212,187,4,12.132978723404255
Image_1742 copy.jpg,203,190,9,19.073298429319372
Image_1742.jpg,188,180,8,14.742857142857142
Image_1743 copy.jpg,199,188,9,19.609625668449198
Image_1743.jpg,204,191,10,16.572916666666668
Image_1744 copy.jpg,207,193,7,15.27319587628866
Image_1744.jpg,212,192,7,13.585492227979275
Image_1745 copy.jpg,194,180,7,13.552486187845304
Image_1745.jpg,213,193,9,18.015463917525775
Image_1746 copy.jpg,201,189,9,16.428571428571427
Image_1746.jpg,195,188,8,13.048913043478262
Image_1747 copy.jpg,197,187,10,18.351063829787233
Image_1747.jpg,208,191,6,15.598958333333334
Image_1748 copy.jpg,210,190,10,15.743455497382199
Image_1748.jpg,201,191,8,15.578947368421053
Image_1749 copy.jpg,180,174,6,12.913294797687861
Image_1749.jpg,194,183,9,17.505434782608695
Image_175 copy.jpg,212,207,6,12.746192893401016
Image_175.jpg,190,180,9,16.96629213483146
Image_1750 copy.jpg,209,194,12,20.38974358974359
Image_1750.jpg,206,191,7,16.48148148148148
Image_1751 copy.jpg,194,195,8,14.005524861878452
Image_1751.jpg,205,186,8,14.422459893048128
Image_1752 copy.jpg,212,195,9,14.096938775510203
Image_1752.jpg,207,188,6,14.814814814814815
Image_1753 copy.jpg,195,184,8,13.726775956284152
Image_1753.jpg,204,185,5,9.908602150537634
Image_1754 copy.jpg,216,198,9,16.507537688442213
Image_1754.jpg,205,189,11,16.13684210526316
Image_1755 copy.jpg,205,194,6,13.321243523316062
Image_1755.jpg,191,181,7,13.637362637362637
Image_1756 copy.jpg,205,189,10,16.13157894736842
Image_1756.jpg,191,180,9,14.61878453038674
Image_1757 copy.jpg,195,182,9,15.065573770491802
Image_1757.jpg,197,190,6,12.71505376344086
Image_1758 copy.jpg,199,189,10,15.83157894736842
Image_1758.jpg,202,192,6,16.526041666666668
Image_1759 copy.jpg,209,193,7,12.347150259067357
Image_1759.jpg,198,188,12,19.425531914893618
Image_176 copy.jpg,206,193,8,15.041237113402062
Image_176.jpg,208,194,6,10.952380952380953
Image_1760 copy.jpg,208,191,7,11.088541666666666
Image_1760.jpg,203,185,10,20.107526881720432
Image_1761 copy.jpg,201,185,9,16.518918918918917
Image_1761.jpg,217,195,10,16.489795918367346
Image_1762 copy.jpg,193,181,8,16.64835164835165
Image_1762.jpg,202,185,5,14.580645161290322
Image_1763 copy.jpg,207,198,6,15.14572864321608
Image_1763.jpg,190,182,6,16.12568306010929
Image_1764 copy.jpg,202,192,9,20.89119170984456
Image_1764.jpg,209,193,8,15.88659793814433
Image_1765 copy.jpg,204,193,12,17.072164948453608
Image_1765.jpg,197,180,10,14.806629834254144
Image_1766 copy.jpg,201,185,10,13.93010752688172
Image_1766.jpg,197,188,9,18.125
Image_1767 copy.jpg,194,184,10,16.420765027322403
Image_1767.jpg,200,191,8,14.223958333333334
Image_1768 copy.jpg,177,170,6,12.128654970760234
Image_1768.jpg,212,196,9,17.117346938775512
Image_1769 copy.jpg,206,189,10,16.910526315789475
Image_1769.jpg,189,179,8,13.733333333333333
Image_177 copy.jpg,206,190,7,13.219895287958115
Image_177.jpg,197,183,9,16.842391304347824
Image_1770 copy.jpg,211,189,9,14.042105263157895
Image_1770.jpg,197,186,10,16.204301075268816
Image_1771 copy.jpg,208,193,10,18.432989690721648
Image_1771.jpg,197,189,8,15.457894736842105
Image_1772 copy.jpg,209,194,8,16.72020725388601
Image_1772.jpg,202,193,6,14.530927835051546
Image_1773 copy.jpg,199,185,7,17.161290322580644
Image_1773.jpg,207,194,6,12.451282051282051
Image_1774 copy.jpg,202,192,7,17.06217616580311
Image_1774.jpg,201,189,8,16.089473684210525
Image_1775 copy.jpg,200,182,8,16.59016393442623
Image_1775.jpg,201,190,8,15.780104712041885
Image_1776 copy.jpg,195,185,6,10.795698924731182
Image_1776.jpg,203,191,8,14.903743315508022
Image_1777 copy.jpg,205,186,9,18.06951871657754
Image_1777.jpg,201,185,8,16.693548387096776
Image_1778 copy.jpg,212,202,12,18.908629441624367
Image_1778.jpg,193,181,9,14.653846153846153
Image_1779 copy.jpg,211,199,8,17.22
Image_1779.jpg,215,206,7,15.678391959798995
Image_178 copy.jpg,192,181,12,18.15934065934066
Image_178.jpg,200,190,8,14.450261780104713
Image_1780 copy.jpg,205,193,10,16.586387434554975
Image_1780.jpg,183,180,8,24.094444444444445
Image_1781 copy.jpg,210,194,10,17.597883597883598
Image_1781.jpg,206,200,9,19.393034825870647
Image_1782 copy.jpg,194,187,8,13.872340425531915
Image_1782.jpg,204,194,7,11.424870466321243
Image_1783 copy.jpg,201,185,6,13.62295081967213
Image_1783.jpg,207,192,10,17.860103626943005
Image_1784 copy.jpg,205,188,10,19.333333333333332
Image_1784.jpg,197,184,8,17.516304347826086
Image_1785 copy.jpg,202,185,6,12.35483870967742
Image_1785.jpg,203,188,12,23.446236559139784
Image_1786 copy.jpg,213,204,8,18.190243902439025
Image_1786.jpg,193,182,7,15.251366120218579
Image_1787 copy.jpg,200,182,7,13.721311475409836
Image_1787.jpg,197,188,8,16.60427807486631
Image_1788 copy.jpg,190,183,8,13.977777777777778
Image_1788.jpg,190,177,6,11.735955056179776
Image_1789 copy.jpg,196,182,7,14.642857142857142
Image_1789.jpg,194,177,11,18.308988764044944
Image_179 copy.jpg,212,195,6,17.755102040816325
Image_179.jpg,218,210,15,25.106796116504853
Image_1790 copy.jpg,198,186,9,17.02673796791444
Image_1790.jpg,212,203,6,11.782383419689118
Image_1791 copy.jpg,190,184,10,16.16216216216216
Image_1791.jpg,192,187,9,15.0
Image_1792 copy.jpg,214,196,8,15.365482233502538
Image_1792.jpg,195,186,8,17.080213903743317
Image_1793 copy.jpg,223,203,4,10.970588235294118
Image_1793.jpg,204,186,7,11.95187165775401
Image_1794 copy.jpg,202,185,7,10.122222222222222
Image_1794.jpg,200,193,7,16.850515463917525
Image_1795 copy.jpg,212,194,6,15.353846153846154
Image_1795.jpg,203,190,9,20.51832460732984
Image_1796 copy.jpg,200,175,7,15.234285714285715
Image_1796.jpg,202,188,9,14.879781420765028
Image_1797 copy.jpg,191,181,8,14.893258426966293
Image_1797.jpg,202,186,9,16.919786096256683
Image_1798 copy.jpg,202,188,9,17.941798941798943
Image_1798.jpg,207,182,9,14.475409836065573
Image_1799 copy.jpg,215,196,11,19.23076923076923
Image_1799.jpg,192,185,14,20.64516129032258
Image_18 copy.jpg,217,201,9,14.673469387755102
Image_18.jpg,203,190,8,14.811518324607329
Image_180 copy.jpg,207,201,9,17.835
Image_180.jpg,209,192,5,13.362694300518134
Image_1800 copy.jpg,195,180,9,15.38121546961326
Image_1800.jpg,190,181,8,17.63186813186813
Image_1801 copy.jpg,188,183,8,14.380434782608695
Image_1801.jpg,202,194,6,13.169230769230769
Image_1802 copy.jpg,194,183,11,18.869565217391305
Image_1802.jpg,194,176,9,18.028248587570623
Image_1803 copy.jpg,196,186,9,18.86021505376344
Image_1803.jpg,178,168,7,13.887573964497042
Image_1804 copy.jpg,209,190,6,15.510526315789473
Image_1804.jpg,192,183,10,17.108695652173914
Image_1805 copy.jpg,198,181,9,14.417582417582418
Image_1805.jpg,200,182,11,17.92896174863388
Image_1806 copy.jpg,195,184,8,15.367567567567567
Image_1806.jpg,202,187,11,18.342245989304814
Image_1807 copy.jpg,203,186,7,13.016042780748663
Image_1807.jpg,208,176,8,11.915254237288135
Image_1808 copy.jpg,191,180,7,17.45303867403315
Image_1808.jpg,208,203,8,14.144329896907216
Image_1809 copy.jpg,204,189,9,17.652631578947368
Image_1809.jpg,186,181,7,10.43956043956044
Image_181 copy.jpg,205,186,7,15.70053475935829
Image_181.jpg,209,191,9,17.385416666666668
Image_1810 copy.jpg,215,196,3,16.072538860103627
Image_1810.jpg,185,174,7,14.764367816091953
Image_1811 copy.jpg,206,196,10,20.390625
Image_1811.jpg,208,189,8,17.306878306878307
Image_1812 copy.jpg,185,186,7,15.168478260869565
Image_1812.jpg,208,200,8,15.152284263959391
Image_1813 copy.jpg,201,187,6,10.957446808510639
Image_1813.jpg,206,192,8,12.523316062176166
Image_1814 copy.jpg,201,188,6,13.032085561497325
Image_1814.jpg,207,187,9,15.877659574468085
Image_1815 copy.jpg,213,193,9,14.654639175257731
Image_1815.jpg,199,186,7,13.69060773480663
Image_1816 copy.jpg,200,189,7,15.394736842105264
Image_1816.jpg,210,186,9,16.97326203208556
Image_1817 copy.jpg,198,186,11,18.59893048128342
Image_1817.jpg,200,189,8,13.094736842105263
Image_1818 copy.jpg,201,186,9,16.705882352941178
Image_1818.jpg,201,189,7,12.636842105263158
Image_1819 copy.jpg,197,185,8,18.629032258064516
Image_1819.jpg,205,188,6,14.679144385026738
Image_182 copy.jpg,196,185,7,14.098360655737705
Image_182.jpg,208,195,12,19.892857142857142
Image_1820 copy.jpg,205,195,8,12.974489795918368
Image_1820.jpg,202,189,8,15.605263157894736
Image_1821 copy.jpg,210,198,3,12.28140703517588
Image_1821.jpg,205,189,8,16.805263157894736
Image_1822 copy.jpg,199,191,4,16.19371727748691
Image_1822.jpg,203,186,10,18.898395721925134
Image_1823 copy.jpg,202,178,8,14.29050279329609
Image_1823.jpg,187,177,4,11.795454545454545
Image_1824 copy.jpg,209,190,9,14.094240837696335
Image_1824.jpg,197,186,6,14.20855614973262
Image_1825 copy.jpg,210,193,12,19.835051546391753
Image_1825.jpg,209,192,4,14.51578947368421
Image_1826 copy.jpg,212,191,8,16.302083333333332
Image_1826.jpg,198,184,8,14.572972972972973
Image_1827 copy.jpg,190,179,7,13.088888888888889
Image_1827.jpg,197,188,5,11.407407407407407
Image_1828 copy.jpg,201,185,9,15.903225806451612
Image_1828.jpg,205,185,10,17.440860215053764
Image_1829 copy.jpg,201,187,9,13.659574468085106
Image_1829.jpg,203,186,13,19.893048128342247
Image_183 copy.jpg,208,190,8,14.418848167539267
Image_183.jpg,198,178,12,18.681564245810055
Image_1830 copy.jpg,199,184,9,17.63783783783784
Image_1830.jpg,204,182,7,15.857923497267759
Image_1831 copy.jpg,192,184,8,15.778378378378378
Image_1831.jpg,193,186,9,17.06417112299465
Image_1832 copy.jpg,214,196,9,18.751269035532996
Image_1832.jpg,191,175,11,18.75
Image_1833 copy.jpg,207,192,12,22.031088082901555
Image_1833.jpg,200,188,10,17.354497354497354
Image_1834 copy.jpg,199,189,12,18.621052631578948
Image_1834.jpg,199,184,9,15.621621621621621
Image_1835 copy.jpg,195,184,10,17.44864864864865
Image_1835.jpg,203,185,9,15.994623655913978
Image_1836 copy.jpg,196,185,6,14.780898876404494
Image_1836.jpg,206,193,8,14.686170212765957
Image_1837 copy.jpg,194,184,8,13.114754098360656
Image_1837.jpg,190,175,9,14.636363636363637
Image_1838 copy.jpg,209,195,3,11.324607329842932
Image_1838.jpg,191,184,12,17.183783783783785
Image_1839 copy.jpg,209,193,8,15.891752577319588
Image_1839.jpg,204,194,7,18.305699481865286
Image_184 copy.jpg,194,193,10,17.913513513513514
Image_184.jpg,195,188,8,16.93121693121693
Image_1840 copy.jpg,197,187,10,18.925531914893618
Image_1840.jpg,191,178,3,9.556818181818182
Image_1841 copy.jpg,198,187,7,13.197860962566844
Image_1841.jpg,201,183,7,14.059782608695652
Image_1842 copy.jpg,209,194,7,13.748717948717948
Image_1842.jpg,198,186,11,19.149732620320854
Image_1843 copy.jpg,218,189,9,16.157894736842106
Image_1843.jpg,205,191,7,15.67741935483871
Image_1844 copy.jpg,189,178,8,14.340782122905027
Image_1844.jpg,196,183,8,15.690217391304348
Image_1845 copy.jpg,206,194,8,14.21025641025641
Image_1845.jpg,208,192,7,15.192513368983958
Image_1846 copy.jpg,205,188,5,12.798941798941799
Image_1846.jpg,198,184,11,16.183783783783785
Image_1847 copy.jpg,193,181,9,16.818681318681318
Image_1847.jpg,200,181,7,15.56043956043956
Image_1848 copy.jpg,199,184,8,16.194594594594594
Image_1848.jpg,199,181,12,18.37912087912088
Image_1849 copy.jpg,209,187,3,11.377659574468085
Image_1849.jpg,193,180,10,16.85635359116022
Image_185 copy.jpg,206,195,11,21.81025641025641
Image_185.jpg,204,188,7,13.88888888888889
Image_1850 copy.jpg,190,185,6,10.011049723756907
Image_1850.jpg,206,185,7,14.790322580645162
Image_1851 copy.jpg,207,187,9,18.367021276595743
Image_1851.jpg,207,195,7,15.255208333333334
Image_1852 copy.jpg,192,186,9,17.918032786885245
Image_1852.jpg,218,202,8,16.97536945812808
Image_1853 copy.jpg,198,193,9,15.317708333333334
Image_1853.jpg,199,186,11,20.016042780748663
Image_1854 copy.jpg,197,187,9,15.313829787234043
Image_1854.jpg,193,184,7,12.66304347826087
Image_1855 copy.jpg,198,183,10,18.483695652173914
Image_1855.jpg,193,186,7,14.641711229946525
Image_1856 copy.jpg,201,188,7,16.45303867403315
Image_1856.jpg,202,194,9,18.384615384615383
Image_1857 copy.jpg,194,186,8,14.60427807486631
Image_1857.jpg,198,191,5,10.603174603174603
Image_1858 copy.jpg,197,186,7,14.46448087431694
Image_1858.jpg,186,185,5,12.96132596685083
Image_1859 copy.jpg,193,181,7,14.543956043956044
Image_1859.jpg,196,182,9,16.147540983606557
Image_186 copy.jpg,209,189,10,17.53684210526316
Image_186.jpg,194,186,8,14.23913043478261
Image_1860 copy.jpg,195,189,7,16.191256830601095
Image_1860.jpg,202,192,5,13.55440414507772
Image_1861 copy.jpg,207,190,9,14.827225130890053
Image_1861.jpg,210,196,8,14.847368421052632
Image_1862 copy.jpg,199,191,10,18.058201058201057
Image_1862.jpg,196,185,6,15.266304347826088
Image_1863 copy.jpg,200,182,7,12.0
Image_1863.jpg,196,187,11,17.680851063829788
Image_1864 copy.jpg,196,187,9,16.579787234042552
Image_1864.jpg,210,192,8,17.71502590673575
Image_1865 copy.jpg,207,195,7,13.092783505154639
Image_1865.jpg,186,179,10,14.972222222222221
Image_1866 copy.jpg,204,190,6,13.220430107526882
Image_1866.jpg,202,181,6,12.164835164835164
Image_1867 copy.jpg,195,184,9,17.447513812154696
Image_1867.jpg,196,185,8,15.943181818181818
Image_1868 copy.jpg,199,188,6,12.534391534391535
Image_1868.jpg,201,192,8,16.036458333333332
Image_1869 copy.jpg,188,179,7,17.238888888888887
Image_1869.jpg,199,184,8,13.875675675675677
Image_187 copy.jpg,195,192,7,12.927777777777777
Image_187.jpg,193,183,11,16.48913043478261
Image_1870 copy.jpg,213,196,5,14.546875
Image_1870.jpg,208,184,9,17.156756756756756
Image_1871 copy.jpg,194,185,9,18.032258064516128
Image_1871.jpg,201,185,10,17.161290322580644
Image_1872 copy.jpg,211,194,6,15.994871794871795
Image_1872.jpg,194,188,10,16.286486486486485
Image_1873 copy.jpg,207,188,7,14.952380952380953
Image_1873.jpg,208,186,9,16.74331550802139
Image_1874 copy.jpg,206,189,8,12.989473684210527
Image_1874.jpg,199,194,10,15.482051282051282
Image_1875 copy.jpg,203,192,13,22.78125
Image_1875.jpg,202,192,8,15.427083333333334
Image_1876 copy.jpg,200,181,9,16.478021978021978
Image_1876.jpg,206,197,3,12.9375
Image_1877 copy.jpg,200,188,10,16.52910052910053
Image_1877.jpg,195,183,7,13.157608695652174
Image_1878 copy.jpg,205,184,9,15.194594594594594
Image_1878.jpg,208,193,7,13.706185567010309
Image_1879 copy.jpg,199,186,8,16.684491978609625
Image_1879.jpg,193,182,10,16.9672131147541
Image_188 copy.jpg,206,200,8,12.873737373737374
Image_188.jpg,217,202,9,15.64039408866995
Image_1880 copy.jpg,208,187,6,10.72340425531915
Image_1880.jpg,191,179,8,14.105555555555556
Image_1881 copy.jpg,211,189,8,15.868421052631579
Image_1881.jpg,205,189,8,15.378947368421052
Image_1882 copy.jpg,194,177,8,14.99438202247191
Image_1882.jpg,205,187,10,18.595744680851062
Image_1883 copy.jpg,196,196,9,17.05128205128205
Image_1883.jpg,204,189,11,18.721052631578946
Image_1884 copy.jpg,202,190,8,15.823529411764707
Image_1884.jpg,198,181,8,13.598901098901099
Image_1885 copy.jpg,193,186,9,14.871657754010695
Image_1885.jpg,199,190,7,18.30366492146597
Image_1886 copy.jpg,204,188,9,16.603174603174605
Image_1886.jpg,196,181,8,15.45054945054945
Image_1887 copy.jpg,211,200,8,16.798941798941797
Image_1887.jpg,187,179,9,15.705555555555556
Image_1888 copy.jpg,198,185,7,11.897849462365592
Image_1888.jpg,207,192,9,15.020942408376964
Image_1889 copy.jpg,200,194,7,15.354166666666666
Image_1889.jpg,200,192,7,12.026041666666666
Image_189 copy.jpg,196,190,8,15.43979057591623
Image_189.jpg,199,186,8,14.663101604278076
Image_1890 copy.jpg,198,186,9,14.467032967032967
Image_1890.jpg,215,189,8,16.442105263157895
Image_1891 copy.jpg,201,187,9,16.68617021276596
Image_1891.jpg,194,183,7,12.451086956521738
Image_1892 copy.jpg,199,187,11,20.351063829787233
Image_1892.jpg,209,190,6,13.596858638743456
Image_1893 copy.jpg,210,199,9,14.865284974093264
Image_1893.jpg,195,185,8,13.74731182795699
Image_1894 copy.jpg,197,179,8,13.46111111111111
Image_1894.jpg,200,184,7,13.421621621621622
Image_1895 copy.jpg,196,178,11,18.379888268156424
Image_1895.jpg,212,202,7,13.4375
Image_1896 copy.jpg,198,185,8,15.489247311827956
Image_1896.jpg,196,183,3,11.923913043478262
Image_1897 copy.jpg,197,185,10,17.46195652173913
Image_1897.jpg,194,186,6,16.752688172043012
Image_1898 copy.jpg,213,186,9,16.331550802139038
Image_1898.jpg,204,185,10,16.107526881720432
Image_1899 copy.jpg,196,189,10,16.36842105263158
Image_1899.jpg,200,182,10,16.382513661202186
Image_19 copy.jpg,205,183,9,15.206521739130435
Image_19.jpg,223,209,10,19.847619047619048
Image_190 copy.jpg,204,210,3,9.94949494949495
Image_190.jpg,204,188,11,20.930851063829788
Image_1900 copy.jpg,202,192,10,18.409326424870468
Image_1900.jpg,194,174,7,15.022857142857143
Image_1901 copy.jpg,192,182,11,18.338797814207652
Image_1901.jpg,205,193,7,17.175257731958762
Image_1902 copy.jpg,198,187,6,15.063829787234043
Image_1902.jpg,191,181,8,16.005494505494507
Image_1903 copy.jpg,195,182,10,15.562841530054644
Image_1903.jpg,200,185,9,17.677419354838708
Image_1904 copy.jpg,207,195,9,16.03061224489796
Image_1904.jpg,212,194,9,19.964102564102564
Image_1905 copy.jpg,194,189,11,20.347368421052632
Image_1905.jpg,196,185,9,14.521505376344086
Image_1906 copy.jpg,199,180,8,14.668508287292818
Image_1906.jpg,197,179,9,15.133333333333333
Image_1907 copy.jpg,191,183,9,16.2896174863388
Image_1907.jpg,201,188,7,15.502645502645503
Image_1908 copy.jpg,205,188,6,14.666666666666666
Image_1908.jpg,200,190,9,22.29100529100529
Image_1909 copy.jpg,197,185,12,21.164835164835164
Image_1909.jpg,200,184,10,18.410810810810812
Image_191 copy.jpg,192,183,9,16.46195652173913
Image_191.jpg,202,193,9,14.235602094240837
Image_1910 copy.jpg,214,198,9,17.44723618090452
Image_1910.jpg,190,173,11,18.196531791907514
Image_1911 copy.jpg,204,190,10,18.42931937172775
Image_1911.jpg,210,186,9,18.657754010695186
Image_1912 copy.jpg,193,180,11,15.994475138121548
Image_1912.jpg,197,183,11,19.293478260869566
Image_1913 copy.jpg,208,194,11,16.773684210526316
Image_1913.jpg,199,183,8,15.695652173913043
Image_1914 copy.jpg,184,183,9,15.137362637362637
Image_1914.jpg,210,191,8,15.692708333333334
Image_1915 copy.jpg,195,188,15,23.804232804232804
Image_1915.jpg,200,191,9,16.62162162162162
Image_1916 copy.jpg,184,174,8,14.068965517241379
Image_1916.jpg,210,187,9,14.99468085106383
Image_1917 copy.jpg,194,182,10,16.796703296703296
Image_1917.jpg,200,190,11,16.659685863874344
Image_1918 copy.jpg,214,199,5,13.853403141361257
Image_1918.jpg,187,175,8,13.784090909090908
Image_1919 copy.jpg,215,197,8,14.557894736842105
Image_1919.jpg,201,181,9,14.54945054945055
Image_192 copy.jpg,189,180,8,14.772727272727273
Image_192.jpg,190,180,11,17.45303867403315
Image_1920 copy.jpg,205,190,8,17.30366492146597
Image_1920.jpg,200,192,4,12.11111111111111
Image_1921 copy.jpg,201,193,6,14.243523316062177
Image_1921.jpg,185,182,7,14.229508196721312
Image_1922 copy.jpg,195,185,6,10.707865168539326
Image_1922.jpg,196,184,11,17.74054054054054
Image_1923 copy.jpg,204,182,8,13.890710382513662
Image_1923.jpg,202,187,8,13.303191489361701
Image_1924 copy.jpg,199,183,10,15.543478260869565
Image_1924.jpg,200,190,9,17.49214659685864
Image_1925 copy.jpg,197,184,8,16.755434782608695
Image_1925.jpg,206,184,5,12.135135135135135
Image_1926 copy.jpg,193,184,11,17.209944751381215
Image_1926.jpg,193,182,6,17.828729281767956
Image_1927 copy.jpg,200,183,10,16.08695652173913
Image_1927.jpg,205,188,9,15.063492063492063
Image_1928 copy.jpg,210,202,7,15.246153846153845
Image_1928.jpg,197,185,9,17.0
Image_1929 copy.jpg,209,195,11,21.556122448979593
Image_1929.jpg,196,186,7,10.983783783783784
Image_193 copy.jpg,195,190,9,15.333333333333334
Image_193.jpg,213,198,11,21.304123711340207
Image_1930 copy.jpg,203,188,10,19.883597883597883
Image_1930.jpg,202,190,8,14.722513089005236
Image_1931 copy.jpg,201,185,10,14.811827956989248
Image_1931.jpg,180,164,4,12.515151515151516
Image_1932 copy.jpg,223,205,9,15.70873786407767
Image_1932.jpg,204,193,11,18.094240837696336
Image_1933 copy.jpg,210,187,9,16.01063829787234
Image_1933.jpg,200,185,7,12.870967741935484
Image_1934 copy.jpg,202,192,8,16.792746113989637
Image_1934.jpg,195,183,9,14.23913043478261
Image_1935 copy.jpg,204,190,7,15.397905759162304
Image_1935.jpg,199,185,9,17.134408602150536
Image_1936 copy.jpg,195,183,8,13.896739130434783
Image_1936.jpg,200,182,7,15.530054644808743
Image_1937 copy.jpg,195,182,9,16.69945355191257
Image_1937.jpg,196,184,6,10.735135135135135
Image_1938 copy.jpg,196,191,8,18.042105263157893
Image_1938.jpg,206,196,7,14.19047619047619
Image_1939 copy.jpg,198,188,11,15.380952380952381
Image_1939.jpg,190,183,8,16.168478260869566
Image_194 copy.jpg,199,186,11,18.048128342245988
Image_194.jpg,190,182,5,12.505555555555556
Image_1940 copy.jpg,195,185,9,16.919354838709676
Image_1940.jpg,191,177,7,12.96629213483146
Image_1941 copy.jpg,202,190,5,14.148148148148149
Image_1941.jpg,190,190,8,14.153439153439153
Image_1942 copy.jpg,204,191,9,16.260416666666668
Image_1942.jpg,201,187,8,13.80327868852459
Image_1943 copy.jpg,192,184,5,11.340540540540541
Image_1943.jpg,200,196,6,13.598984771573605
Image_1944 copy.jpg,196,186,7,15.353591160220995
Image_1944.jpg,200,187,9,16.569148936170212
Image_1945 copy.jpg,203,182,7,14.07103825136612
Image_1945.jpg,212,201,7,19.628712871287128
Image_1946 copy.jpg,209,186,8,16.540106951871657
Image_1946.jpg,186,178,8,16.48603351955307
Image_1947 copy.jpg,204,189,11,19.42105263157895
Image_1947.jpg,198,191,11,17.953125
Image_1948 copy.jpg,205,191,8,17.181818181818183
Image_1948.jpg,208,194,8,14.61025641025641
Image_1949 copy.jpg,197,179,7,11.35
Image_1949.jpg,209,192,8,14.952631578947368
Image_195 copy.jpg,199,187,8,17.53191489361702
Image_195.jpg,210,195,10,18.010204081632654
Image_1950 copy.jpg,197,183,8,15.371584699453551
Image_1950.jpg,197,191,7,16.87434554973822
Image_1951 copy.jpg,211,197,11,18.914141414141415
Image_1951.jpg,205,191,8,15.675675675675675
Image_1952 copy.jpg,209,186,9,15.973262032085561
Image_1952.jpg,207,189,7,15.657894736842104
Image_1953 copy.jpg,212,196,4,15.538071065989847
Image_1953.jpg,186,182,8,17.10989010989011
Image_1954 copy.jpg,189,173,7,12.637931034482758
Image_1954.jpg,194,183,10,17.33695652173913
Image_1955 copy.jpg,205,198,7,16.005102040816325
Image_1955.jpg,202,191,9,15.098958333333334
Image_1956 copy.jpg,195,185,7,13.817204301075268
Image_1956.jpg,191,183,9,15.152173913043478
Image_1957 copy.jpg,201,191,8,17.526041666666668
Image_1957.jpg,193,185,7,16.612903225806452
Image_1958 copy.jpg,223,188,7,15.142857142857142
Image_1958.jpg,199,186,7,14.497326203208557
Image_1959.jpg,200,180,7,15.215469613259668
Image_196 copy.jpg,204,196,4,10.24742268041237
Image_196.jpg,207,189,5,15.296296296296296
Image_1960.jpg,200,187,9,17.06382978723404
Image_1961.jpg,195,183,9,15.293478260869565
Image_1962.jpg,196,183,8,14.690217391304348
Image_1963.jpg,196,183,8,14.922651933701658
Image_1964.jpg,194,183,13,20.407608695652176
Image_1965.jpg,192,181,11,18.26923076923077
Image_1966.jpg,197,180,7,17.883977900552487
Image_1967.jpg,200,186,11,16.67914438502674
Image_1968.jpg,194,182,8,14.688888888888888
Image_1969.jpg,199,189,8,15.105263157894736
Image_197 copy.jpg,202,186,3,12.508287292817679
Image_197.jpg,209,196,7,16.583333333333332
Image_1970.jpg,204,187,5,8.505376344086022
Image_1971.jpg,198,179,7,13.238888888888889
Image_1972.jpg,214,191,9,16.703125
Image_1973.jpg,208,188,10,17.59259259259259
Image_1974.jpg,202,189,7,13.053763440860216
Image_1975.jpg,189,179,6,11.783333333333333
Image_1976.jpg,207,188,8,15.56989247311828
Image_1977.jpg,205,191,9,18.416666666666668
Image_1978.jpg,196,189,8,18.428571428571427
Image_1979.jpg,206,186,8,15.37433155080214
Image_198 copy.jpg,202,188,7,14.027173913043478
Image_198.jpg,201,185,8,15.026881720430108
Image_1980.jpg,205,195,9,17.350515463917525
Image_1981.jpg,204,184,8,16.945945945945947
Image_1982.jpg,193,185,8,13.646739130434783
Image_1983.jpg,189,180,15,18.116022099447513
Image_1984.jpg,185,180,8,14.287292817679559
Image_1985.jpg,192,181,10,16.785714285714285
Image_1986.jpg,201,184,7,13.972972972972974
Image_1987.jpg,201,191,9,16.098958333333332
Image_1988.jpg,188,182,8,20.136612021857925
Image_1989.jpg,198,189,9,17.45263157894737
Image_199 copy.jpg,210,191,7,16.802083333333332
Image_199.jpg,189,179,11,17.855555555555554
Image_1990.jpg,201,193,9,15.1875
Image_1991.jpg,206,188,9,15.206349206349206
Image_1992.jpg,207,196,5,14.538071065989847
Image_1993.jpg,203,189,8,17.068421052631578
Image_1994.jpg,193,180,6,15.893854748603353
Image_1995.jpg,210,196,8,14.505208333333334
Image_1996.jpg,204,200,6,15.622448979591837
Image_1997.jpg,191,183,10,18.33695652173913
Image_1998.jpg,200,187,8,18.04255319148936
Image_1999.jpg,197,177,11,16.51685393258427
Image_2 copy.jpg,199,185,7,13.580645161290322
Image_2.jpg,204,202,8,16.177339901477833
Image_20 copy.jpg,207,198,6,14.140703517587939
Image_20.jpg,198,192,9,17.610526315789475
Image_200 copy.jpg,199,187,7,13.876344086021506
Image_200.jpg,188,181,8,15.835164835164836
Image_2000.jpg,207,195,13,19.88659793814433
Image_2001.jpg,192,179,7,12.233333333333333
Image_2002.jpg,191,186,7,16.198924731182796
Image_2003.jpg,196,185,9,18.026881720430108
Image_2004.jpg,203,184,7,15.464864864864865
Image_2005.jpg,191,178,9,15.569832402234637
Image_2006.jpg,190,186,6,15.701086956521738
Image_2007.jpg,207,194,9,15.276923076923078
Image_2008.jpg,165,156,10,14.242038216560509
Image_2009.jpg,200,185,9,18.06451612903226
Image_201 copy.jpg,205,190,7,13.38219895287958
