Image,Femur_Width_px,Tibia_Width_px,Min_JSW_px,Avg_JSW_px
Image_4320.jpg,191,181,8,13.417582417582418
Image_4321.jpg,192,179,7,14.511363636363637
Image_4322.jpg,190,176,7,13.638418079096045
Image_4323.jpg,206,189,11,18.489473684210527
Image_4324.jpg,201,184,10,19.18918918918919
Image_4325.jpg,204,186,7,13.754010695187166
Image_4326.jpg,187,179,8,15.688888888888888
Image_4327.jpg,199,185,9,20.605405405405406
Image_4328.jpg,202,190,7,14.785340314136125
Image_4329.jpg,198,184,10,19.64864864864865
Image_433 copy.jpg,191,186,8,16.601092896174862
Image_433.jpg,202,187,3,11.798913043478262
Image_4330.jpg,204,192,6,13.770833333333334
Image_4331.jpg,197,182,9,17.02185792349727
Image_4332.jpg,196,193,7,13.75916230366492
Image_4333.jpg,209,201,8,10.72340425531915
Image_4334.jpg,202,185,13,18.559139784946236
Image_4335.jpg,202,185,10,16.489247311827956
Image_4336.jpg,188,174,9,15.228571428571428
Image_4337.jpg,203,187,8,15.308510638297872
Image_4338.jpg,206,185,9,16.225806451612904
Image_4339.jpg,197,185,6,14.274193548387096
Image_434 copy.jpg,197,179,8,14.105555555555556
Image_434.jpg,204,186,9,19.919786096256683
Image_4340.jpg,197,181,9,18.175824175824175
Image_4341.jpg,205,192,7,19.269430051813472
Image_4342.jpg,209,199,6,16.55
Image_4343.jpg,201,195,10,16.036269430051814
Image_4344.jpg,200,192,5,16.22279792746114
Image_4345.jpg,193,185,8,17.80110497237569
Image_4346.jpg,209,202,6,12.587301587301587
Image_4347.jpg,209,191,8,19.135416666666668
Image_4348.jpg,209,191,7,14.338541666666666
Image_4349.jpg,197,182,11,17.781420765027324
Image_435 copy.jpg,201,194,9,14.047368421052632
Image_435.jpg,203,192,7,12.658031088082902
Image_4350.jpg,197,188,8,14.920634920634921
Image_4351.jpg,197,187,7,15.696808510638299
Image_4352.jpg,197,186,9,16.682795698924732
Image_4353.jpg,191,181,8,15.406593406593407
Image_4354.jpg,197,183,5,17.309782608695652
Image_4355.jpg,195,182,9,15.21311475409836
Image_4356.jpg,206,194,9,17.138461538461538
Image_4357.jpg,193,181,8,14.89010989010989
Image_4358.jpg,207,189,9,15.494736842105263
Image_4359.jpg,206,182,6,15.426229508196721
Image_436 copy.jpg,193,190,4,9.863874345549739
Image_436.jpg,208,191,7,11.465608465608465
Image_4360.jpg,192,183,10,15.683060109289617
Image_4361.jpg,199,188,9,17.40740740740741
Image_4362.jpg,207,203,7,15.791878172588833
Image_4363.jpg,197,181,10,16.516483516483518
Image_4364.jpg,204,197,9,15.776041666666666
Image_4365.jpg,193,178,7,16.441340782122904
Image_4366.jpg,191,185,9,16.545945945945945
Image_4367.jpg,193,184,8,14.505494505494505
Image_4368.jpg,203,187,7,13.122340425531915
Image_4369.jpg,196,180,8,14.790055248618785
Image_437 copy.jpg,205,188,8,14.857142857142858
Image_437.jpg,203,192,7,16.257894736842104
Image_4370.jpg,197,184,10,15.021621621621621
Image_4371.jpg,215,193,7,16.582474226804123
Image_4372.jpg,208,198,9,17.180904522613066
Image_4373.jpg,203,201,5,12.791666666666666
Image_4374.jpg,203,188,10,17.53968253968254
Image_4375.jpg,200,192,5,14.677248677248677
Image_4376.jpg,197,189,9,16.63684210526316
Image_4377.jpg,212,196,6,11.683673469387756
Image_4378.jpg,205,192,12,19.39896373056995
Image_4379.jpg,199,186,9,16.737967914438503
Image_438 copy.jpg,187,177,8,13.286516853932584
Image_438.jpg,197,182,8,16.37704918032787
Image_4380.jpg,208,189,9,20.46842105263158
Image_4381.jpg,197,184,9,18.98918918918919
Image_4382.jpg,207,193,10,19.144329896907216
Image_4383.jpg,205,194,12,18.614583333333332
Image_4384.jpg,203,189,7,12.636842105263158
Image_4385.jpg,201,186,11,17.053475935828878
Image_4386.jpg,198,184,9,15.335135135135134
Image_4387.jpg,202,182,7,13.579234972677595
Image_4388.jpg,192,185,7,15.338709677419354
Image_4389.jpg,204,191,9,20.197916666666668
Image_439 copy.jpg,197,185,10,19.172043010752688
Image_439.jpg,201,192,9,15.994818652849741
Image_4390.jpg,196,188,8,16.523809523809526
Image_4391.jpg,210,193,9,18.309278350515463
Image_4392.jpg,199,182,8,13.513661202185792
Image_4393.jpg,196,184,8,16.263736263736263
Image_4394.jpg,212,195,9,17.43877551020408
Image_4395.jpg,208,188,9,16.75132275132275
Image_4396.jpg,198,182,8,15.956284153005464
Image_4397.jpg,196,185,9,16.241935483870968
Image_4398.jpg,199,194,11,21.666666666666668
Image_4399.jpg,198,187,6,14.095744680851064
Image_44 copy.jpg,213,189,7,14.33157894736842
Image_44.jpg,212,201,6,11.497382198952879
Image_440 copy.jpg,195,188,13,20.143617021276597
Image_440.jpg,215,205,5,16.103960396039604
Image_4400.jpg,211,189,10,19.778947368421054
Image_4401.jpg,198,186,10,14.903743315508022
Image_4402.jpg,202,188,8,16.75132275132275
Image_4403.jpg,200,185,7,12.543010752688172
Image_4404.jpg,195,188,7,12.016304347826088
Image_4405.jpg,200,189,6,13.694736842105263
Image_4406.jpg,205,183,10,15.548913043478262
Image_4407.jpg,193,178,10,17.502793296089386
Image_4408.jpg,198,190,4,13.444444444444445
Image_4409.jpg,192,186,9,17.2
Image_441 copy.jpg,200,182,8,15.94535519125683
Image_441.jpg,192,182,10,16.57377049180328
Image_4410.jpg,198,184,7,16.4
Image_4411.jpg,208,192,9,17.82383419689119
Image_4412.jpg,212,204,10,21.497560975609755
Image_4413.jpg,202,192,7,14.642105263157895
Image_4414.jpg,193,182,6,10.857923497267759
Image_4415.jpg,205,194,12,17.542105263157893
Image_4416.jpg,196,181,11,18.23076923076923
Image_4417.jpg,191,182,8,13.426229508196721
Image_4418.jpg,212,194,10,16.380208333333332
Image_4419.jpg,223,192,9,19.699481865284973
Image_442 copy.jpg,206,201,5,15.257731958762887
Image_442.jpg,198,188,8,19.185185185185187
Image_4420.jpg,199,186,8,14.04812834224599
Image_4421.jpg,198,184,9,15.962162162162162
Image_4422.jpg,194,180,4,11.176795580110497
Image_4423.jpg,206,193,5,13.828125
Image_4424.jpg,202,181,11,15.10989010989011
Image_4425.jpg,196,184,10,18.13586956521739
Image_4426.jpg,200,188,8,13.580645161290322
Image_4427.jpg,209,186,7,13.53475935828877
Image_4428.jpg,205,195,9,18.04591836734694
Image_4429.jpg,210,187,8,16.180851063829788
Image_443 copy.jpg,196,186,9,15.855614973262032
Image_443.jpg,187,179,9,16.538888888888888
Image_4430.jpg,200,189,7,14.347368421052632
Image_4431.jpg,194,179,7,14.022222222222222
Image_4432.jpg,192,188,9,20.351063829787233
Image_4433.jpg,193,186,7,15.396739130434783
Image_4434.jpg,194,185,10,16.086021505376344
Image_4435.jpg,192,180,7,14.784530386740332
Image_4436.jpg,201,189,10,18.232804232804234
Image_4437.jpg,206,198,6,12.917098445595855
Image_4438.jpg,200,183,6,13.619565217391305
Image_4439.jpg,188,179,8,13.927777777777777
Image_444 copy.jpg,205,191,10,17.953125
Image_444.jpg,189,178,6,11.157303370786517
Image_4440.jpg,209,193,9,18.81958762886598
Image_4441.jpg,209,195,12,19.04591836734694
Image_4442.jpg,190,184,9,16.349726775956285
Image_4443.jpg,208,190,10,16.98952879581152
Image_4444.jpg,198,191,8,18.805405405405406
Image_4445.jpg,209,186,11,19.32085561497326
Image_4446.jpg,197,186,8,15.106951871657754
Image_4447.jpg,199,187,8,17.61413043478261
Image_4448.jpg,198,178,9,15.418994413407821
Image_4449.jpg,198,182,4,11.59016393442623
Image_445 copy.jpg,201,184,7,14.308108108108108
Image_445.jpg,203,193,8,15.22680412371134
Image_4450.jpg,194,183,8,13.076923076923077
Image_4451.jpg,203,187,6,12.420212765957446
Image_4452.jpg,194,182,8,16.562841530054644
Image_4453.jpg,191,181,7,16.17032967032967
Image_4454.jpg,198,183,10,16.108695652173914
Image_4455.jpg,218,195,9,19.1734693877551
Image_4456.jpg,213,196,7,14.370558375634518
Image_4457.jpg,208,192,11,18.610526315789475
Image_4458.jpg,202,190,5,14.084656084656086
Image_4459.jpg,198,189,4,8.994350282485875
Image_446 copy.jpg,208,198,4,10.43939393939394
Image_446.jpg,214,201,8,16.545454545454547
Image_4460.jpg,205,187,11,17.01595744680851
Image_4461.jpg,198,192,7,21.521052631578947
Image_4462.jpg,208,183,10,16.86413043478261
Image_4463.jpg,198,186,12,19.422459893048128
Image_4464.jpg,187,176,10,17.89830508474576
Image_4465.jpg,202,187,7,13.053475935828876
Image_4466.jpg,203,181,8,15.45054945054945
Image_4467.jpg,201,178,11,16.34078212290503
Image_4468.jpg,208,190,8,14.518324607329843
Image_4469.jpg,197,185,11,18.381720430107528
Image_447 copy.jpg,210,197,11,17.336734693877553
Image_447.jpg,182,187,9,16.888235294117646
Image_4470.jpg,204,194,4,11.53763440860215
Image_4471.jpg,223,213,10,17.939252336448597
Image_4472.jpg,203,190,7,13.827225130890053
Image_4473.jpg,187,182,7,12.846994535519126
Image_4474.jpg,200,188,8,13.668449197860962
Image_4475.jpg,207,195,12,21.714285714285715
Image_4476.jpg,204,190,4,8.329842931937172
Image_4477.jpg,212,200,8,17.060913705583758
Image_4478.jpg,212,194,10,16.764102564102565
Image_4479.jpg,207,189,7,14.510526315789473
Image_448 copy.jpg,190,187,4,12.693548387096774
Image_448.jpg,195,184,8,14.92972972972973
Image_4480.jpg,200,186,6,13.117647058823529
Image_4481.jpg,216,200,11,19.77319587628866
Image_4482.jpg,202,190,8,15.9
Image_4483.jpg,208,193,8,16.677083333333332
Image_4484.jpg,204,183,13,21.065217391304348
Image_4485.jpg,209,201,5,13.797029702970297
Image_4486.jpg,201,185,10,17.77956989247312
Image_4487.jpg,205,191,8,14.703125
Image_4488.jpg,198,184,10,16.751351351351353
Image_4489.jpg,199,187,8,15.345744680851064
Image_449 copy.jpg,202,185,11,18.9247311827957
Image_449.jpg,208,188,7,11.671957671957673
Image_4490.jpg,187,179,8,14.75
Image_4491.jpg,197,179,8,13.633333333333333
Image_4492.jpg,194,179,8,15.766666666666667
Image_4493.jpg,201,186,7,15.085561497326204
Image_4494.jpg,197,189,6,15.027027027027026
Image_4495.jpg,193,180,8,14.569832402234637
Image_4496.jpg,205,190,7,13.172774869109947
Image_4497.jpg,206,185,10,17.20967741935484
Image_4498.jpg,185,179,11,17.794444444444444
Image_4499.jpg,209,191,7,13.4375
Image_45 copy.jpg,194,186,8,14.03825136612022
Image_45.jpg,200,190,10,16.544502617801047
Image_450 copy.jpg,194,179,10,17.455555555555556
Image_450.jpg,199,184,10,15.962162162162162
Image_4500.jpg,207,190,11,17.20418848167539
Image_4501.jpg,200,190,7,14.192513368983958
Image_4502.jpg,207,202,7,13.105527638190955
Image_4503.jpg,195,186,8,18.27807486631016
Image_4504.jpg,202,183,10,16.766304347826086
Image_4505.jpg,193,182,9,17.169398907103826
Image_4506.jpg,206,191,7,11.989583333333334
Image_4507.jpg,205,190,10,16.832460732984295
Image_4508.jpg,195,181,8,18.60989010989011
Image_4509.jpg,199,181,11,17.318681318681318
Image_451 copy.jpg,193,177,8,15.174157303370787
Image_451.jpg,200,186,9,14.961538461538462
Image_4510.jpg,204,189,7,13.377659574468085
Image_4511.jpg,208,189,7,14.73157894736842
Image_4512.jpg,198,189,8,16.057894736842105
Image_4513.jpg,193,186,9,13.342245989304812
Image_4514.jpg,219,216,12,22.483568075117372
Image_4515.jpg,204,189,6,14.402116402116402
Image_4516.jpg,204,196,8,15.97969543147208
Image_4517.jpg,203,186,9,14.657754010695188
Image_4518.jpg,198,196,9,14.282608695652174
Image_4519.jpg,216,207,6,17.89903846153846
Image_452 copy.jpg,185,178,7,14.094972067039107
Image_452.jpg,206,190,6,13.62566844919786
Image_4520.jpg,183,187,11,20.63586956521739
Image_4521.jpg,214,199,10,17.48
Image_4522.jpg,195,185,9,15.86021505376344
Image_4523.jpg,192,185,8,12.817204301075268
Image_4524.jpg,212,199,12,21.895
Image_4525.jpg,196,187,5,15.196808510638299
Image_4526.jpg,207,191,7,12.8125
Image_4527.jpg,187,175,6,10.221590909090908
Image_4528.jpg,201,188,7,13.851851851851851
Image_4529.jpg,191,180,9,20.39779005524862
Image_453 copy.jpg,202,187,10,14.805555555555555
Image_453.jpg,197,187,7,17.872340425531913
Image_4530.jpg,196,183,9,15.71195652173913
Image_4531.jpg,207,189,4,11.553763440860216
Image_4532.jpg,202,182,5,12.229508196721312
Image_4533.jpg,194,184,6,16.4
Image_4534.jpg,202,188,10,17.428571428571427
Image_4535.jpg,191,181,8,14.455056179775282
Image_4536.jpg,213,199,10,18.18421052631579
Image_4537.jpg,191,190,8,15.162162162162161
Image_4538.jpg,213,184,4,13.30939226519337
Image_4539.jpg,206,206,7,14.381443298969073
Image_454 copy.jpg,208,197,8,15.74736842105263
Image_454.jpg,209,196,6,15.091370558375635
Image_4540.jpg,197,182,7,12.6448087431694
Image_4541.jpg,196,183,8,12.875
Image_4542.jpg,199,180,9,18.624309392265193
Image_4543.jpg,207,197,3,11.515151515151516
Image_4544.jpg,199,183,7,14.33695652173913
Image_4545.jpg,207,189,5,11.142105263157895
Image_4546.jpg,200,186,5,14.203296703296703
Image_4547.jpg,212,192,7,18.476683937823836
Image_4548.jpg,192,178,10,19.23463687150838
Image_4549.jpg,201,191,10,17.979166666666668
Image_455 copy.jpg,188,175,5,10.097701149425287
Image_455.jpg,200,184,8,15.389189189189189
Image_4550.jpg,202,190,9,17.418848167539267
Image_4551.jpg,202,190,8,16.49738219895288
Image_4552.jpg,199,188,7,17.857142857142858
Image_4553.jpg,197,186,9,21.454545454545453
Image_4554.jpg,195,185,8,14.526881720430108
Image_4555.jpg,198,181,7,16.96153846153846
Image_4556.jpg,217,203,8,16.282828282828284
Image_4557.jpg,208,199,9,18.28
Image_4558.jpg,196,188,8,15.08994708994709
Image_4559.jpg,203,189,10,16.856382978723403
Image_456 copy.jpg,215,186,11,19.11764705882353
Image_456.jpg,200,176,6,13.915254237288135
Image_4560.jpg,192,183,9,17.48087431693989
Image_4561.jpg,199,184,7,15.724324324324325
Image_4562.jpg,197,181,6,15.294444444444444
Image_4563.jpg,198,193,10,17.53886010362694
Image_4564.jpg,193,180,9,17.314917127071823
Image_4565.jpg,203,188,9,15.46195652173913
Image_4566.jpg,196,189,6,12.978947368421053
Image_4567.jpg,195,185,12,18.596774193548388
Image_4568.jpg,192,182,8,13.40983606557377
Image_4569.jpg,197,189,8,15.368421052631579
Image_457 copy.jpg,194,186,9,14.3475935828877
Image_457.jpg,192,178,9,17.256983240223462
Image_4570.jpg,187,177,9,16.269662921348313
Image_4571.jpg,196,185,7,15.434782608695652
Image_4572.jpg,205,185,9,16.763440860215052
Image_4573.jpg,208,188,7,17.101063829787233
Image_4574.jpg,201,193,9,16.97422680412371
Image_4575.jpg,205,203,7,14.373056994818652
Image_4576.jpg,208,188,6,16.58730158730159
Image_4577.jpg,192,180,9,17.033333333333335
Image_4578.jpg,206,187,8,16.920212765957448
Image_4579.jpg,203,188,9,15.925925925925926
Image_458 copy.jpg,190,183,7,14.320441988950277
Image_458.jpg,196,181,11,17.642857142857142
Image_4580.jpg,210,191,8,17.020833333333332
Image_4581.jpg,191,177,8,14.46629213483146
Image_4582.jpg,195,181,8,16.5989010989011
Image_4583.jpg,200,186,6,14.807486631016042
Image_4584.jpg,217,193,10,15.768041237113403
Image_4585.jpg,208,193,11,20.11578947368421
Image_4586.jpg,188,180,5,12.353591160220995
Image_4587.jpg,195,186,7,13.718918918918918
Image_4588.jpg,201,182,10,18.453551912568305
Image_4589.jpg,193,182,9,15.333333333333334
Image_459 copy.jpg,197,180,7,13.292817679558011
Image_459.jpg,212,204,6,10.123711340206185
Image_4590.jpg,207,191,7,12.047368421052632
Image_4591.jpg,190,182,10,16.53846153846154
Image_4592.jpg,192,179,9,15.1
Image_4593.jpg,208,194,7,15.753846153846155
Image_4594.jpg,200,188,9,13.80952380952381
Image_4595.jpg,179,175,7,15.403409090909092
Image_4596.jpg,201,184,6,13.316939890710383
Image_4597.jpg,192,189,7,11.978142076502733
Image_4598.jpg,191,181,10,17.73076923076923
Image_4599.jpg,198,191,8,16.40625
Image_46 copy.jpg,206,196,7,15.578680203045685
Image_46.jpg,194,183,4,10.875
Image_460 copy.jpg,216,202,6,17.945812807881772
Image_460.jpg,196,184,9,14.684782608695652
Image_4600.jpg,201,189,9,18.347368421052632
Image_4601.jpg,202,182,13,19.010928961748633
Image_4602.jpg,192,178,9,17.145251396648046
Image_4603.jpg,189,179,7,13.894444444444444
Image_4604.jpg,196,184,7,13.010810810810812
Image_4605.jpg,219,190,10,21.198952879581153
Image_4606.jpg,199,183,9,16.23913043478261
Image_4607.jpg,196,182,7,14.830601092896174
Image_4608.jpg,196,182,8,12.743169398907105
Image_4609.jpg,209,197,5,11.5625
Image_461 copy.jpg,188,178,10,15.106145251396647
Image_461.jpg,193,181,8,12.571428571428571
Image_4610.jpg,199,189,11,18.336898395721924
Image_4611.jpg,210,190,10,17.89005235602094
Image_4612.jpg,198,186,8,18.128342245989305
Image_4613.jpg,200,190,13,19.272251308900522
Image_4614.jpg,197,183,9,15.445652173913043
Image_4615.jpg,198,192,14,22.093264248704664
Image_4616.jpg,206,188,7,14.042328042328043
Image_4617.jpg,199,187,11,19.585106382978722
Image_4618.jpg,197,183,6,12.826086956521738
Image_4619.jpg,197,187,8,13.574468085106384
Image_462 copy.jpg,205,188,9,17.55026455026455
Image_462.jpg,194,184,9,14.335135135135134
Image_4620.jpg,194,183,11,20.16393442622951
Image_4621.jpg,213,194,8,17.953846153846154
Image_4622.jpg,190,172,8,15.757225433526012
Image_4623.jpg,207,191,10,20.036458333333332
Image_4624.jpg,191,180,10,16.92265193370166
Image_4625.jpg,198,185,8,13.311827956989248
Image_4626.jpg,181,176,9,16.627118644067796
Image_4627.jpg,194,184,13,18.70108695652174
Image_4628.jpg,185,182,10,15.696629213483146
Image_4629.jpg,201,181,10,17.150837988826815
Image_463 copy.jpg,201,185,7,14.956989247311828
Image_463.jpg,195,194,10,19.01098901098901
Image_4630.jpg,203,186,6,13.64864864864865
Image_4631.jpg,195,183,9,16.554347826086957
Image_4632.jpg,189,180,8,15.773480662983426
Image_4633.jpg,209,185,9,17.49462365591398
Image_4634.jpg,204,187,10,17.159574468085108
Image_4635.jpg,202,185,10,16.827956989247312
Image_4636.jpg,206,189,7,13.256684491978609
Image_4637.jpg,200,187,10,17.648936170212767
Image_4638.jpg,204,190,11,20.05759162303665
Image_4639.jpg,223,209,9,16.176190476190477
Image_464 copy.jpg,216,188,12,17.32804232804233
Image_464.jpg,215,205,8,13.921951219512195
Image_4640.jpg,223,202,13,21.221674876847292
Image_4641.jpg,196,193,4,11.20855614973262
Image_4642.jpg,209,193,6,13.175531914893616
Image_4643.jpg,199,183,10,15.625
Image_4644.jpg,195,192,8,18.038251366120218
Image_4645.jpg,210,197,8,16.282828282828284
Image_4646.jpg,202,199,8,14.164893617021276
Image_4647.jpg,201,185,8,15.602150537634408
Image_4648.jpg,200,183,8,15.043478260869565
Image_4649.jpg,192,183,9,15.804347826086957
Image_465 copy.jpg,209,198,7,15.538071065989847
Image_465.jpg,203,188,8,15.962162162162162
Image_4650.jpg,201,191,5,12.345549738219896
Image_4651.jpg,203,190,8,11.408376963350785
Image_4652.jpg,202,195,7,13.236842105263158
Image_4653.jpg,192,187,10,15.170212765957446
Image_4654.jpg,209,194,9,16.692307692307693
Image_4655.jpg,194,181,7,15.032967032967033
Image_4656.jpg,195,183,8,16.347826086956523
Image_4657.jpg,198,191,9,14.603174603174603
Image_4658.jpg,212,196,8,14.175257731958762
Image_4659.jpg,223,201,12,19.940594059405942
Image_466 copy.jpg,205,192,8,16.818652849740932
Image_466.jpg,204,186,10,17.518716577540108
Image_4660.jpg,203,187,5,11.670212765957446
Image_4661.jpg,178,170,8,17.91812865497076
Image_4662.jpg,198,193,7,13.618279569892474
Image_4663.jpg,210,194,6,10.403141361256544
Image_4664.jpg,188,185,7,17.718232044198896
Image_4665.jpg,203,189,10,18.01595744680851
Image_4666.jpg,196,189,7,16.335135135135136
Image_4667.jpg,191,185,5,10.943502824858758
Image_4668.jpg,180,171,5,10.767295597484276
Image_4669.jpg,209,194,7,16.08205128205128
Image_467 copy.jpg,210,201,9,17.61881188118812
Image_467.jpg,206,188,11,14.915343915343914
Image_4670.jpg,192,185,9,16.043243243243243
Image_4671.jpg,204,190,8,13.69109947643979
Image_4672.jpg,206,193,8,17.036082474226806
Image_4673.jpg,200,188,10,18.317460317460316
Image_4674.jpg,197,183,6,12.66304347826087
Image_4675.jpg,206,193,9,14.88659793814433
Image_4676.jpg,210,188,9,19.428571428571427
Image_4677.jpg,197,186,5,14.684491978609625
Image_4678.jpg,200,185,9,16.25945945945946
Image_4679.jpg,196,182,9,19.666666666666668
Image_468 copy.jpg,201,184,9,15.497297297297298
Image_468.jpg,196,186,11,17.085561497326204
Image_4680.jpg,203,180,9,16.646408839779006
Image_4681.jpg,198,184,11,19.90810810810811
Image_4682.jpg,208,188,9,16.798941798941797
Image_4683.jpg,197,184,10,18.497297297297298
Image_4684.jpg,194,185,7,12.376344086021506
Image_4685.jpg,202,177,7,13.039325842696629
Image_4686.jpg,200,189,10,16.263157894736842
Image_4687.jpg,190,185,7,16.668478260869566
Image_4688.jpg,206,188,11,18.804232804232804
Image_4689.jpg,202,185,8,13.741935483870968
Image_469 copy.jpg,199,188,9,17.523809523809526
Image_469.jpg,213,203,11,18.144329896907216
Image_4690.jpg,194,181,8,17.87912087912088
Image_4691.jpg,208,197,7,15.406417112299465
Image_4692.jpg,204,193,4,10.677248677248677
Image_4693.jpg,204,196,5,14.5625
Image_4694.jpg,199,189,11,18.210526315789473
Image_4695.jpg,203,187,7,15.96808510638298
Image_4696.jpg,209,197,4,13.350253807106599
Image_4697.jpg,197,184,11,16.82702702702703
Image_4698.jpg,192,179,10,17.211111111111112
Image_4699.jpg,202,182,10,17.24590163934426
Image_47 copy.jpg,200,182,7,15.530054644808743
Image_47.jpg,210,198,9,16.01005025125628
Image_470 copy.jpg,194,197,8,18.905759162303664
Image_470.jpg,211,194,10,16.656410256410258
Image_4700.jpg,194,185,9,16.849462365591396
Image_4701.jpg,197,183,9,15.88586956521739
Image_4702.jpg,209,192,7,15.73404255319149
Image_4703.jpg,207,185,9,13.849462365591398
Image_4704.jpg,202,187,10,17.73076923076923
Image_4705.jpg,204,198,8,18.96446700507614
Image_4706.jpg,213,195,10,18.382653061224488
Image_4707.jpg,193,183,8,13.005434782608695
Image_4708.jpg,210,188,10,17.26984126984127
Image_4709.jpg,190,184,6,12.535135135135135
Image_471 copy.jpg,190,178,6,12.541899441340782
Image_471.jpg,203,190,8,15.717277486910994
Image_4710.jpg,196,180,7,13.911602209944752
Image_4711.jpg,200,183,7,13.375
Image_4712.jpg,198,181,8,14.631868131868131
Image_4713.jpg,207,192,10,21.546875
Image_4714.jpg,202,188,7,13.359788359788359
Image_4715.jpg,201,183,11,16.125
Image_4716.jpg,194,183,9,16.331521739130434
Image_4717.jpg,198,184,9,16.85945945945946
Image_4718.jpg,204,184,8,14.124324324324323
Image_4719.jpg,204,190,11,17.32460732984293
Image_472 copy.jpg,200,181,8,13.045197740112995
Image_472.jpg,185,182,8,16.846994535519126
Image_4720.jpg,198,185,10,16.70967741935484
Image_4721.jpg,192,181,7,13.302197802197803
Image_4722.jpg,201,189,8,17.883597883597883
Image_4723.jpg,190,186,9,17.43169398907104
Image_4724.jpg,207,196,4,12.924731182795698
Image_4725.jpg,195,186,11,17.693989071038253
Image_4726.jpg,191,186,7,14.327777777777778
Image_4727.jpg,200,188,7,12.0939226519337
Image_4728.jpg,197,184,9,15.524324324324324
Image_4729.jpg,197,187,9,15.319148936170214
Image_473 copy.jpg,203,189,8,13.24736842105263
Image_473.jpg,205,192,11,16.621761658031087
Image_4730.jpg,192,181,4,8.48502994011976
Image_4731.jpg,189,186,7,14.486486486486486
Image_4732.jpg,192,183,8,13.342391304347826
Image_4733.jpg,211,196,9,16.253807106598984
Image_4734.jpg,190,181,10,18.104395604395606
Image_4735.jpg,198,179,7,14.522222222222222
Image_4736.jpg,206,203,9,13.102941176470589
Image_4737.jpg,213,194,5,16.682051282051283
Image_4738.jpg,211,192,7,13.953367875647668
Image_4739.jpg,192,179,6,15.95
Image_474 copy.jpg,207,193,10,19.61340206185567
Image_474.jpg,205,189,9,18.37037037037037
Image_4740.jpg,209,192,10,16.670212765957448
Image_4741.jpg,199,182,10,15.62295081967213
Image_4742.jpg,194,177,11,16.55056179775281
Image_4743.jpg,187,174,4,8.965714285714286
Image_4744.jpg,202,193,8,16.23936170212766
Image_4745.jpg,206,189,10,18.542105263157893
Image_4746.jpg,197,184,7,12.437837837837838
Image_4747.jpg,213,198,7,14.537688442211055
Image_4748.jpg,210,182,5,13.836065573770492
Image_4749.jpg,188,182,9,18.333333333333332
Image_475 copy.jpg,200,187,8,15.22340425531915
Image_475.jpg,214,193,5,16.242268041237114
Image_4750.jpg,193,180,10,18.403314917127073
Image_4751.jpg,206,188,8,15.73015873015873
Image_4752.jpg,201,186,4,13.551351351351352
Image_4753.jpg,197,181,12,17.296703296703296
Image_4754.jpg,201,185,8,15.306451612903226
Image_4755.jpg,190,175,7,14.596590909090908
Image_4756.jpg,194,186,9,16.101604278074866
Image_4757.jpg,194,184,9,17.437837837837836
Image_4758.jpg,201,189,10,17.58288770053476
Image_4759.jpg,203,192,11,20.865284974093264
Image_476 copy.jpg,212,195,10,19.54922279792746
Image_476.jpg,208,195,10,18.778350515463917
Image_4760.jpg,200,189,10,14.594736842105263
Image_4761.jpg,212,202,9,21.867346938775512
Image_4762.jpg,203,190,8,18.471204188481675
Image_4763.jpg,205,192,10,17.82901554404145
Image_4764.jpg,205,204,8,16.165775401069517
Image_4765.jpg,210,197,10,18.333333333333332
Image_4766.jpg,219,201,5,13.015151515151516
Image_4767.jpg,199,190,8,16.63350785340314
Image_4768.jpg,202,188,5,11.174603174603174
Image_4769.jpg,192,179,8,12.45
Image_477 copy.jpg,194,183,8,16.972826086956523
Image_477.jpg,199,182,7,14.142076502732241
Image_4770.jpg,204,188,8,14.518716577540108
Image_4771.jpg,204,187,8,15.622340425531915
Image_4772.jpg,199,185,12,18.580645161290324
Image_4773.jpg,202,183,6,11.331521739130435
Image_4774.jpg,207,185,7,17.98913043478261
Image_4775.jpg,213,200,9,18.203980099502488
Image_4776.jpg,207,186,10,15.133689839572192
Image_4777.jpg,191,181,10,15.994505494505495
Image_4778.jpg,205,191,9,17.141361256544503
Image_4779.jpg,210,194,10,17.432989690721648
Image_478 copy.jpg,195,182,10,15.66120218579235
Image_478.jpg,199,182,8,18.85
Image_4780.jpg,202,190,12,18.272251308900522
Image_4781.jpg,216,190,9,14.403141361256544
Image_4782.jpg,202,186,8,15.308108108108108
Image_4783.jpg,205,194,8,13.051282051282051
Image_4784.jpg,211,200,8,15.616915422885572
Image_4785.jpg,200,186,7,15.36413043478261
Image_4786.jpg,203,194,10,15.533333333333333
Image_4787.jpg,199,177,8,13.764044943820224
Image_4788.jpg,191,188,9,16.275132275132275
Image_4789.jpg,194,179,10,21.10734463276836
Image_479 copy.jpg,206,185,8,16.102150537634408
Image_479.jpg,193,181,7,18.36813186813187
Image_4790.jpg,192,183,12,18.32608695652174
Image_4791.jpg,203,188,9,16.38121546961326
Image_4792.jpg,199,184,10,17.47027027027027
Image_4793.jpg,205,197,5,12.681818181818182
Image_4794.jpg,203,192,8,15.196891191709845
Image_4795.jpg,212,189,7,14.594736842105263
Image_4796.jpg,208,189,9,16.398936170212767
Image_4797.jpg,209,186,8,16.235294117647058
Image_4798.jpg,216,203,9,19.390862944162436
Image_4799.jpg,199,184,8,14.237837837837837
Image_48 copy.jpg,195,180,7,16.23204419889503
